word phonetic
astounding [ә'staundiŋ]
astray [ә'strei]
astride [ә'straid]
Astrodome ['æstrәdәjm]
astronaut ['æstrәnɒ:t]
astronomer [ә'strɒnәmә]
astronomical [.æstrә'nɒmikl]
astronomy [ә'strɒnәmi]
astrophysicist [.æstrәu'fizisist]
astute [ә'stju:t]
asylum [ә'sailәm]
asymmetry [æ'simitri]
at [æt]
at-risk "[æt risk]"
atheist ['eiθiist]
athlete ['æθli:t]
athletic [æθ'letik]
athleticism [æθ'letisizm]
athletics [æθ'letiks]
atlas ['ætlәs]
atmosphere ['ætmәsfiә]
atmospheric [ætmәs'ferik]
atom ['ætәm]
atomic [ә'tɒmik]
atonement [ә'tәunmәnt]
atop [ә'tɒp]
atrium ['ɑ:triәm]
atrocity [ә'trɒsiti]
attach [ә'tætʃ]
attached [ә'tætʃt]
attachment [ә'tʃætʃmәnt]
attack [ә'tæk]
attacker [ә'tækә]
attain [ә'tein]
attainable [ә'teinәbl]
attainment [ә'teinmәnt]
attempt [ә'tempt]
attend [ә'tend]
attendance [ә'tendәns]
attendant [ә'tendәnt]
attendee [æten'di:]
attention [ә'tenʃәn]
attentive [ә'tentiv]
attentively [ә'tentivli]
attest [ә'test]
attic ['ætik]
attire [ә'taiә]
attitude ['ætitju:d]
attitudinal [,æti'tju:dinәl]
attorney [ә'tә:ni]
attract [ә'trækt]
attraction [ә'trækʃәn]
attractive [ә'træktiv]
attributable [ә'tribju:tәbl]
attribute [ә'tribju:t]
attribution [әtri'bju:ʃәn]
attrition [ә'triʃәn]
attune [ә'tju:n]
atypical [.ei'tipikl]
auburn ['ɒ:bәn]
auction ['ɒ:kʃәn]
auctioneer [.ɒ:kʃә'niә]
audacious [ɒ:'deiʃәs]
audacity [ɒ:'dæsiti]
audible ['ɒ:dәbl]
audience ['ɒ:diәns]
audio ['ɒ:diou]
audiotape ['ɔ:diәuteip]
audit ['ɒ:dit]
auditing ['ɔ:ditiŋ]
audition [ɒ:'diʃәn]
auditor ['ɒ:ditә]
auditorium [.ɒ:di'tɒ:riәm]
auditory ['ɒ:ditәri]
Audubon ['ɔ:dәbɔn]
augment [ɒ:g'ment]
aunt [ɑ:nt]
aura ['ɒ:rә]
aural ['ɒ:rәl]
auspice ['ɒ:spis]
Aussie ['ɒ:zi]
austere [ɒ'stiә]
austerity [ɒ'sterәti]
Australian [ɒ'streiljәn]
Austrian ['ɒstriәn]
authentic [ɒ:'θentik]
authenticity [.ɒ:θen'tisiti]
author ['ɒ:θә]
authorial [ɒ:'θɒ:riәl]
authoritarian [ɒ:.θɒri'tєәriәn]
authoritarianism [ə,θɔrə'tɛrɪənɪzəm]
authoritative [ɒ:'θɒritәtiv]
authority [ɒ:'θɒriti]
authorization [.ɒ:θәrai'zeiʃәn]
authorize ['ɒ:θәraiz]
authorized ['ɒ:θәraizd]
authorship ['ɔ:θәʃip]
autism ['ɒ:tizm]
autistic [ɔ:'tistik]
auto ['ɒ:tәu]
autobiographical [ɔ:tәjbaiә'^ræfik(ә)l]
autobiography [.ɒ:tәubai'ɒgrәfi]
autocratic [.ɒ:tә'krætik]
autograph ['ɒ:tәugrɑ:f]
automaker ['ɔ:tәu,meikә]
automate ['ɔ:tәmeit]
automatic [.ɒ:tә'mætik]
automatically [.ɒ:tә'mætikli]
automation [.ɒ:tә'meiʃәn]
automobile ['ɒ:tәmәbi:l]
automotive [.ɒ:tәu'mәutiv]
autonomous [ɒ:'tɒnәmәs]
autonomy [ɒ:'tɒnәmi]
autopilot ['ɔ:tәpailәt]
autopsy ['ɒ:tәpsi]
autumn ['ɒ:tәm]
auxiliary [ɒ:g'ziljәri]
avail [ә'veil]
availability [ә.veilә'biliti]
available [ә'veilәbl]
avalanche ['ævәlɑ:ntʃ]
avant-garde [.ævɔŋ'ɡɑ:d]
avatar [.ævә'tɑ:]
avenge [ә'vendʒ]
avenue ['ævәnju:]
average ['ævәridʒ]
aversion [ә'vә:ʃәn]
avert [ә'vә:t]
avian ['eiviәn]
aviation [.eivi'eiʃәn]
aviator ['eivieitә]
avid ['ævid]
avocado [.ævәu'kɑ:dou]
avoid [ә'vɒid]
avoidance [ә'vɒidәns]
aw [ɔ:]
await [ә'weit]
awake [ә'weik]
awaken [ә'weikәn]
awakening [ә'weikәniŋ]
award [ә'wɒ:d]
award-winning "[əˈwɔ:d ˈwɪnɪŋ]"
aware [ә'wєә]
awareness [ә'weәnis]
awash [ә'wɒʃ]
away [ә'wei]
awe [ɒ:]
awed [ɔ:d]
awesome ['ɒ:sәm]
awful ['ɒ:ful]
awfully ['ɒ:fuli]
awhile [ә'hwail]
awkward ['ɒ:kwәd]
awning ['ɒ:niŋ]
awry [ә'rai]
ax [æks]
axial ['æksiәl]
axiom ['æksiәm]
axis ['æksis]
axle ['æksl]
aye [ai]
azalea [ә'zeiljә]
Aztec ['æztek]
babble ['bæbl]
babe [beib]
baboon [bә'bu:n]
baby ['beibi]
baby-sit ['beibisit]
bachelor ['bætʃәlә]
back [bæk]
backbone ['bækbәun]
backcountry ['bækkʌntri]
backdrop ['bækdrɒp]
backer ['bækә]
backfire [.bæk'faiә]
background ['bækgraund]
backing ['bækiŋ]
backlash ['bæklæʃ]
backlog ['bæklɔ^]
backpack ['bækpæk]
backpacker ['bæk.pækә]
backseat ['bæksi:t]
backside [.bæk'said]
backstage ['bæksteidʒ]
backtrack ['bæktræk]
backup ['bækʌp]
backward ['bækwәd]
backwards ['bækwәdz]
backwater ['bæk.wɒ:tә]
backyard ['bæk'jɑ:d]
bacon ['beikәn]
bacteria [bæk'tiәriә]
bacterial [bæk'tiәriәl]
bad [bæd]
badge [bædʒ]
badly ['bædli]
baffle ['bæfl]
baffling ['bæfliŋ]
bag [bæg]
bagel ['beiɡәl]
baggage ['bægidʒ]
baggy ['bægi]
baguette [bæ'^et]
bail [beil]
bailout ['beilaut]
bait [beit]
bake [beik]
baked ['beikid]
baker ['beikә]
bakery ['beikәri]
baking ['beikiŋ]
balance ['bælәns]
balanced ['bælәnst]
balancing ['bælәnsiŋ]
balcony ['bælkәni]
bald [bɒ:ld]
balding ['bɔ:ldiŋ]
bale [beil]
balk [bɒ:k]
Balkan ['bɒ:lkәn]
ball [bɒ:l]
ballad ['bælәd]
ballast ['bælәst]
ballerina [.bælә'ri:nә]
ballet ['bælei]
ballistic [bә'listik]
balloon [bә'lu:n]
ballot ['bælәt]
ballpark ['bɔl.pɑ:k]
ballplayer ['bɔ:l,pleiә(r)]
ballroom ['bɒ:lrum]
balm [bɑ:m]
balmy ['bɑ:mi]
balsamic [bɒ:l'sæmik]
Baltic ['bɒ:ltik]
bamboo [bæm'bu:]
ban [bæn]
banal [bә'nɑ:l]
banana [bә'nɑ:nә]
band [bænd]
bandage ['bændidʒ]
bandanna [bæn'dænә]
bandit ['bændit]
bandwagon ['bænd.wægәn]
bandwidth ['bændwidθ]
bang [bæŋ]
banish ['bæniʃ]
banister ['bænistә]
banjo ['bændʒәu]
bank [bæŋk]
banker ['bæŋkә]
banking ['bæŋkiŋ]
bankrupt ['bæŋkrʌpt]
bankruptcy ['bæŋkrәptsi]
banner ['bænә]
banquet ['bæŋkwit]
banter ['bæntә]
baptism ['bæptizm]
Baptist ['bæptist]
baptize [bæp'taiz]
bar [bɑ:]
barb [bɑ:d]
barbarian [bɑ:'bєәriәn]
barbaric [bɑ:'bærik]
barbecue ['bɑ:bikju:]
barbed [bɑ:bd]
barber ['bɑ:bә]
bare [bєә]
barefoot ['bєәfut]
barely ['bєәli]
bargain ['bɑ:gin]
bargaining ['bɑ:giniŋ]
barge [bɑ:dʒ]
baritone ['bæritәun]
bark [bɑ:k]
barley ['bɑ:li]
barn [bɑ:n]
barometer [bә'rɒmitә]
baron ['bærәn]
baroque [bә'rɒk]
barrage ['bærɑ:dʒ]
barrel ['bærәl]
barren ['bærәn]
barricade [.bæri'keid]
barrier ['bæriә]
barring ['bɑ:riŋ]
bartender ['bɑ:.tendә]
barter ['bɑ:tә]
basal ['beisl]
base [beis]
baseball ['beisbɒ:l]
baseline ['beislain]
baseman ['beismәn]
basement ['beismәnt]
bash [bæʃ]
basic ['beisik]
basically ['beisikli]
basil ['bæzil]
basin ['beisn]
basis ['beisis]
bask [bɑ:sk]
basket ['bɑ:skit]
basketball ['bɑ:skitbɒ:l]
Basque [bæsk]
bass [bæs]
bassist ['beisist]
bastard ['bæstәd]
baste [beist]
bastion ['bæstʃәn]
bat [bæt]
batch [bætʃ]
bath [bæθ.bɑ:θ]
bathe [beið]
bathing ['beiðiŋ]
bathrobe ['bɑ:θrәub]
bathroom ['bɑ:θru:m]
bathtub ['bɑ:θtʌb]
baton ['bætәn]
battalion [bә'tæljәn]
batter ['bætә]
battered ['bætәd]
battery ['bætәri]
batting ['bætiŋ]
battle ['bætl]
battlefield ['bætlfi:ld]
battleground ['bætlgraund]
battleship ['bætlʃip]
bawl [bɒ:l]
bay [bei]
bayonet ['beiәnit]
bayou ['baiu:]
bazaar [bә'zɑ:]
be [bi:]
beach [bi:tʃ]
beacon ['bi:kn]
bead [bi:d]
beaded [bi:did]
beak [bi:k]
beam [bi:m]
bean [bi:n]
bear [bєә]
beard [biәd]
bearded ['biәdid]
bearer ['bєәrә]
bearing ['bєәriŋ]
beast [bi:st]
beat [bi:t]
beaten ['bi:tn]
beater ['bi:tә]
beating ['bi:tiŋ]
beau [bәu]
beautiful ['bju:tiful]
beautifully ['bju:tifuli]
beauty ['bju:ti]
beaver ['bi:vә]
because [bi'kɒ:z]
beckon ['bekәn]
become [bi'kʌm]
bed [bed]
bedding ['bediŋ]
bedrock [bed'rɒk]
bedroom ['bedrum]
bedside ['bedsaid]
bedspread ['bedspred]
bedtime ['bedtaim]
bee [bi:]
beef [bi:f]
beefy ['bi:fi]
beehive ['bi:haiv]
beep [bi:p]
beer [biә]
beet [bi:t]
beetle ['bi:tl]
befall [bi'fɒ:l]
befit [bi'fit]
before [bi'fɒ:]
beforehand [bi'fɒ:hænd]
befriend [bi'frend]
beg [beg]
beggar ['begә]
begin [bi'gin]
beginner [bi'ginә]
beginning [bi'giniŋ]
behalf [bi'hɑ:f]
behave [bi'heiv]
behavior [bi'heivjә]
behavioral [bi'heivjәrәl]
behaviour [bi'heivjә]
behead [bi'hed]
behemoth [bi'hi:mɔθ]
behest [bi'hest]
behind [bi'haind]
behind-the-scenes [bi'haindðә'si:nz]
behold [bi'hәuld]
beholden [bi'hәudәn]
beholder [bi'hәjldә(r)]
beige [beiʒ]
being ['bi:iŋ]
belated [bi'leitid]
belatedly [bi'leitidli]
belch [beltʃ]
beleaguered [bɪ'liɡɚd]
Belgian ['beldʒәn]
belie [bi'lai]
belief [bi'li:f]
believable [bi'li:vәbl]
believe [bi'li:v]
believer [bi'li:vә]
belittle [bi'litl]
bell [bel]
belle [bel]
belligerent [bi'lidʒәrәnt]
bellow ['belәu]
belly ['beli]
belong [bi'lɒŋ]
belongings [bi'lɒŋiŋz]
beloved [bi'lʌvd]
below [bi'lәu]
belt [belt]
bemoan [bi'mәun]
bemused [bi'mju:zd]
bench [bentʃ]
bend [bend]
beneath [bi'ni:θ]
benefactor ['benifæktә]
beneficial [.beni'fiʃәl]
beneficiary [.beni'fiʃәri]
benefit ['benifit]
benevolence [bi'nevәlәns]
benevolent [bi'nevәlәnt]
benign [bi'nain]
bent [bent]
bequeath [bi'kwi:ð]
bequest [bi'kwest]
berate [bi'reit]
bereaved [bi'ri:vd]
bereft [bi'reft]
beret ['berei]
berry ['beri]
berth [bә:θ]
beset [bi'set]
beside [bi'said]
besides [bi'saidz]
besiege [bi'si:dʒ]
best [best]
best-known ['bestn'əʊn]
best-seller [ˌbestˈselə(r)]
best-selling ['best'seliŋ]
bestow [bi'stәu]
bet [bet]
beta ['beitә]
betray [bi'trei]
betrayal [bi'treiәl]
betrayed [biˈtreid]
better ['betә]
betting ['betiŋ]
between [bi'twi:n]
beverage ['bevәridʒ]
beware [bi'wєә]
bewildered [bɪ'wɪldəd]
bewildering [bi'wildәriŋ]
bewilderment [bi'wildәmәnt]
beyond [bi'jɒnd]
bias ['baiәs]
biased ['baiәst]
biblical ['biblikәl]
bibliography [.bibli'ɒgrәfi]
biceps ['baiseps]
bicker ['bikә]
bicycle ['baisikl]
bid [bid]
bidder ['bidә]
bidding ['bidiŋ]
bide [baid]
big [big]
big-time ['bi^taim]
bigot ['bigәt]
bigotry ['bigәtri]
bike [baik]
biker ['baikә(r)]
bikini [bi'ki:ni]
bilateral [bai'lætәrәl]
bile [bail]
bilingual [bai'liŋgwәl]
bill [bil]
billboard ['bilbɒ:d]
billiards ['biljәdz]
billing ['biliŋ]
billion ['biljәn]
billionaire [.biljә'nєә]
billow ['bilәu]
binary ['bainәri]
bind [baind]
binder ['baindә]
binding ['baindiŋ]
binge [bindʒ]
bingo ['biŋgәu]
binoculars [bi'nɒkjulәs]
biochemical [.baiәu'kemikl]
biochemistry [.baiәu'kemistri]
biographer [bai'ɒgrәfә]
biographical [baiәu'græfikәl]
biography [bai'ɒgrәfi]
biological [.baiәu'lɒdʒikәl]
biologist [bai'ɒlәdʒist]
biology [bai'ɒlәdʒi]
biomass ['baiәumæs]
biomedical [,baiәu'medikәl]
biopsy ['bai.ɒpsi]
biosolids [bi:əʊ'zɒlɪdz]
biosphere ['baiәsfiә]
biotech ['baɪəʊtek]
biotechnology [.baiәutek'nɔlәdʒi]
bipartisan [bai,pɑ:ti'zæn]
bipolar [bai'pәulә]
birch [bә:tʃ]
bird [bә:d]
birdie ['bә:di]
birth [bә:θ]
birthday ['bә:θdei]
birthplace ['bә:θpleis]
birthright ['bә:θrait]
biscuit ['biskit]
bisexual [.bai'seksjuәl]
bishop ['biʃәp]
bison ['baisәn]
bistro ['bistrәu]
bit [bit]
bitch [bitʃ]
bite [bait]
biting ['baitiŋ]
bitter ['bitә]
bitterly ['bitәli]
bitterness ['bitәnis]
bittersweet ['bitәswi:t]
biz [biz]
bizarre [bi'zɑ:]
black [blæk]
black-and-white ['blækәn'hwait]
black-eyed ['blækaid]
blackberry ['brækbәri]
blackboard ['blækbɒ:d]
blacken ['blækәn]
blackened [ˈblækənd]
blackjack ['blækdʒæk]
blackmail ['blækmeil]
blackness ['blæknis]
blackout ['blækaut]
blacksmith ['blæksmiθ]
blacktop ['blæktɒp]
bladder ['blædә]
blade [bleid]
blah [blɑ:]
blame [bleim]
blanch [blɑ:ntʃ]
bland [blænd]
blank [blæŋk]
blanket ['blæŋkit]
blankly ['blæŋkli]
blare [blєә]
blasphemy ['blæsfәmi]
blast [blæst]
blatant ['bleitәnt]
blaze [bleiz]
blazer ['bleizә]
blazing ['bleiziŋ]
bleach [bli:tʃ]
bleached [bli:tʃt]
bleachers ['bli:tʃәz]
bleak [bli:k]
bleed [bli:d]
bleeding ['bli:diŋ]
blemish ['blemiʃ]
blend [blend]
blender ['blendә]
bless [bles]
blessed ['blesid]
blessing ['blesiŋ]
blight [blait]
blind [blaind]
blindfold ['blaindfәuld]
blinding ['blaindiŋ]
blindly ['blaindli]
blindness ['blaindnis]
blink [bliŋk]
blinking ['bliŋkiŋ]
blip [blip]
bliss [blis]
blissful ['blisful]
blister ['blistә]
blistering ['blistәriŋ]
blitz [blits]
blizzard ['blizәd]
bloated ['blәutid]
blob [blɒb]
bloc [blɒk]
block [blɒk]
blockade [blɒ'keid]
blockage ['blɒkidʒ]
blockbuster ['blɒkbʌstә]
blocked [blɔkt]
blocker ['blɔkә]
blocking ['blɔkiŋ]
blond [blɒnd]
blonde [blɔnd]
blood [blʌd]
bloodied [ˈblʌdid]
bloodless ['blʌdlis]
bloodshed ['blʌdʃed]
bloody ['blʌdi]
bloom [blu:m]
blooming ['blu:miŋ]
blossom ['blɒsәm]
blot [blɒt]
blouse [blauz]
blow [blәu]
blower ['blәuә]
blown [blәun]
blowout ['blәuaut]
blue [blu:]
blue-chip ['blu:tʃip]
blueberry ['blu:bәri]
bluegrass ['blu:græs]
blueprint ['blu:'print]
bluff [blʌf]
bluish ['bluiʃ]
blunder ['blʌndә]
blunt [blʌnt]
bluntly ['blʌntli]
blur [blә:]
blurred "['blә:rid. blә:d]"
blurry ['blә:ri]
blurt [blә:t]
blush [blʌʃ]
boar [bɒ:]
board [bɒ:d]
boarder ['bɒ:dә]
boarding ['bɒ:diŋ]
boardroom ['bɒ:drum]
boardwalk ['bɒ:dwɒ:k]
boast [bәust]
boat [bәut]
boater ['bәutә]
boating ['bәutiŋ]
bob [bɒb]
bode [bәud]
bodice ['bɒdis]
bodily ['bɒdili]
body ['bɒdi]
bodyguard ['bɒdigɑ:d]
bog [bɒg]
bogey ['bәugi]
bogus ['bәugәs]
bohemian [bәu'hi:mjәn]
boil [bɒil]
boiled [bɔild]
boiler ['bɒilә]
boiling ['bɒiliŋ]
boisterous ['bɒistәrәs]
bold [bәuld]
boldly ['bәuldli]
boldness ['boәldlinis]
bolster ['bәulstә]
bolt [bәult]
bomb [bɒm]
bombard [bɒm'bɑ:d]
bombardment [bɒm'bɑ:dmәnt]
bomber ['bɒmә]
bombing ['bɔmiŋ]
bombshell ['bɒmʃel]
bonanza [bәu'nænzә]
bond [bɒnd]
bondage ['bɒndidʒ]
bonding ['bɔndiŋ]
bone [bәun]
boneless ['bәjnlis]
bonfire ['bɒnfaiә]
bonnet ['bɒnit]
bonus ['bәunәs]
bony ['bәuni]
boo [bu:]
boob [bu:b]
book [buk]
bookcase ['bukkeis]
booking ['bukiŋ]
bookkeeping ['bukki:piŋ]
booklet ['buklit]
bookseller ['bukselә]
bookshelf ['bukʃelf]
bookstore ['bukstɒ:]
boom [bu:m]
boomer ['bu:mә]
booming ['bu:miŋ]
boon [bu:n]
boost [bu:st]
booster ['bu:stә]
boot [bu:t]
booth [bu:θ]
booty ['bu:ti]
booze [bu:z]
border ['bɒ:dә]
borderline ['bɒ:dәlain]
bore [bɒ:]
boredom ['bɒ:dәm]
boring ['bɒ:riŋ]
born [bɒ:n]
born-again [ˈbɔ:nəˌgen]
borough ['bә:rәu]
borrow ['bɒrәu]
borrowed ['bɒrәud]
borrower ['bɒrәuә]
borrowing ['bɔrәuiŋ]
Bosnian [bɔzni:ən]
bosom ['buzәm]
boss [bɒs]
botanical [bә'tænikәl]
botanist ['bɒtәnist]
botch [bɒtʃ]
botched [bɔtʃt]
both [bәuθ]
bother ['bɒðә]
bottle ['bɒtl]
bottled ['bɒtld]
bottleneck ['bɒtlnek]
bottom ['bɒtәm]
bottomless ['bɔtәmlis]
bough [bau]
boulder ['bәuldә]
boulevard ['bu:lәvɑ:d]
bounce [bauns]
bouncer ['baunsә]
bouncing ['baunsiŋ]
bound [baund]
boundary ['baundri]
boundless ['baundlis]
bountiful ['bauntiful]
bounty ['baunti]
bouquet [bu'kei]
bourgeois [buә'ʒwɑ:]
bourgeoisie [.buәʒwɑ:'zi:]
bout [baut]
boutique [bu:'ti:k]
bow [bәu.bau]
bowel ['bauәl]
bowl [bәul]
bowler ['bәulә]
bowling ['bәuliŋ]
box [bɒks]
boxed [bɔkst]
boxer ['bɒksә]
boxing ['bɒksiŋ]
boy [bɒi]
boycott ['bɒikɒt]
boyfriend ['bɔifrend]
boyhood ['bɒihud]
boyish ['bɒiiʃ]
bra [brɑ:]
brace [breis]
bracelet ['breislit]
bracket ['brækit]
brag [bræg]
braid [breid]
braided ['breidid]
braille [breil]
brain [brein]
brainchild ['breintʃaild]
brainwash ['breinwɒʃ]
brake [breik]
bran [bræn]
branch [bræntʃ]
branching ['bræntʃiŋ]
brand [brænd]
brand-name ['brænd,neim]
brandish ['brændiŋ]
brandy ['brændi]
brash [bræʃ]
brass [bræs.brɑ:s]
brat [bræt]
bravado [brә'vɑ:dәu]
brave [breiv]
bravely ['breivli]
bravery ['breivәri]
brawl [brɒ:l]
brazen ['breizn]
Brazilian [brә'ziljәn]
breach [bri:tʃ]
bread [bred]
breadth [bredθ]
breadwinner ['bred.winә]
break [breik]
breakdown ['breikdaun]
breaker ['breikә]
breakfast ['brekfәst]
breaking ['breikiŋ]
breakout ['breikajt]
breakthrough ['breikθru:]
breakup ['breikʌp]
breast [brest]
breath [breθ]
breathe [bri:ð]
breather ['bri:ðә]
breathing ['bri:ðiŋ]
breathless ['breθlis]
breathlessly ['breθləslɪ]
breathtaking ['breθ.teikiŋ]
breech [bri:tʃ]
breed [bri:d]
breeder ['bri:dә]
breeding ['bri:diŋ]
breeze [bri:z]
breezy ['bri:zi]
brew [bru:]
brewer ['bru:ә]
brewery ['bru:әri]
brewing ['bru:iŋ]
bribe [braib]
bribery ['braibәri]
brick [brik]
bridal ['braidl]
bride [braid]
bridesmaid ['braidzmeid]
bridge [bridʒ]
bridle ['braidl]
brief [bri:f]
briefcase ['bri:fkeis]
briefing ['bri:fiŋ]
briefly ['brifli]
brigade [bri'geid]
bright [brait]
brighten ['braitn]
brightly ['braitli]
brightness ['braitnis]
brilliance ['briljәns]
brilliant ['briljәnt]
brilliantly ['brijәntli]
brim [brim]
brine [brain]
bring [briŋ]
brink [briŋk]
brisk [brisk]
briskly ['briskli]
bristle ['brisl]
British ['britiʃ]
Briton ['britәn]
brittle ['britl]
broach [brәutʃ]
broad [brɒ:d]
broad-based ['brɔ:dbeist]
broadband ['brɔ:dbænd]
broadcast ['brɒ:dkæst]
broadcaster ['brɒ:dkæstә]
broadcasting ['brɒ:dkæstiŋ]
broaden ['brɒ:dn]
broadly ['brɒ:dli]
broadside ['brɔ:dsaid]
broccoli ['brɒkәli]
brochure ['brәuʃә]
broil [brɒil]
broiler ['brɔilә(r)]
broke [brәuk]
broken ['brәukәn]
broker ['brәukә]
brokerage ['brәukәridʒ]
bronze [brɒnz]
brooch [brәutʃ]
brood [bru:d]
brooding ['bru:diŋ]
brook [bruk]
broom [bru:m]
broth [brɒθ]
brothel ['brɒθәl]
brother ['brʌðә]
brotherhood ['brʌðәhud]
brow [brau]
brown [braun]
brownie ['brauni]
brownstone ['braunstәun]
browse [brauz]
browser ['brauzә]
bruise [bru:z]
brunch [brʌntʃ]
brunette [bru:'net]
brunt [brʌnt]
brush [brʌʃ]
brutal ['bru:tәl]
brutality [bru:'tæliti]
brutalize ['bru:tәlaiz]
brute [bru:t]
bubble ['bʌbl]
bubbly ['bʌbli]
buck [bʌk]
bucket ['bʌkit]
buckle ['bʌkl]
bucolic [bju:'kɒlik]
bud [bʌd]
Buddhism ['budizm]
Buddhist ['budist]
budding ['bʌdiŋ]
buddy ['bʌdi]
budge [bʌdʒ]
budget ['bʌdʒit]
budgetary ['bʌdʒitәri]
buff [bʌf]
buffalo ['bʌfәlәu]
buffer ['bʌfә]
buffet ['bʌfit]
bug [bʌg]
buggy ['bʌgi]
build [bild]
builder ['bildә]
building ['bildiŋ]
built-in ['bilt'in]
bulb [bʌlb]
bulge [bʌldʒ]
bulging ['bʌldʒiŋ]
bulimia [bju:'limiә]
bulk [bʌlk]
bulkhead ['bʌlkhed]
bulky ['bʌlki]
bull [bul]
bulldoze ['buldәuz]
bulldozer ['buldәuzә]
bullet ['bulit]
bulletin ['bulitin]
bullish ['buliʃ]
bullpen ['bjlpen]
bullshit ['bulʃit]
bully ['buli]
bullying [ˈbuliŋ]
bulwark ['bʌlwәk]
bum [bʌm]
bump [bʌmp]
bumper ['bʌmpә]
bumpy ['bʌmpi]
bun [bʌn]
bunch [bʌntʃ]
bundle ['bʌndl]
bungalow ['bʌŋgәlәu]
bunk [bʌŋk]
bunker ['bʌŋkә]
bunny ['bʌni]
buoy "[bɒi. 'bu:i]"
buoyant ['bɒiәnt]
burden ['bә:dn]
burdensome ['bә:dnsәm]
bureau ['bjuәrәu]
bureaucracy [bjuә'rɒkrәsi]
bureaucrat ['bjuәrәukræt]
bureaucratic [bjuәrәu'krætik]
burger ['bә:ɡә]
burglar ['bә:glә]
burglary ['bә:^lәri]
burial ['beriәl]
burlap ['bә:læp]
burly ['bә:li]
burn [bә:n]
burned-out ['b\\\\:nd'ajt]
burner ['bә:nә]
burning ['bә:niŋ]
burnout ['bә:naut]
burnt [bә:nt]
burrito [bә'ritәu]
burrow ['bʌrәu]
burst [bә:st]
bury ['beri]
bus [bʌs]
bush [buʃ]
bushel ['buʃәl]
bushy ['buʃi]
busily ['bizili]
business ['biznis]
businessman ['biznismæn]
bust [bʌst]
bustle ['bʌsl]
bustling ['bʌsliŋ]
busy ['bizi]
but [bʌt]
butcher ['butʃә]
butler ['bʌtlә]
butt [bʌt]
butter ['bʌtә]
buttered [ˈbʌtəd]
butterfly ['bʌtәflai]
buttermilk ['bʌtәmilk]
buttery ['bʌtәri]
button ['bʌtәn]
buttress ['bʌtris]
buy [bai]
buyer ['baiә]
buying ['baiiŋ]
buyout [ˈbaɪaʊt]
buzz [bʌz]
buzzer ['bʌzә]
buzzword ['bʌzwә:d]
by [bai]
by-product ['baiprɔdʌkt]
bye [bai]
bye-bye ['baibai]
bygone ['baigɒn]
bypass ['baipɑ:s]
bystander ['baistændә(r)]
Byzantine [bi'zæntain]
cab [kæb]
cabaret ['kæbәrei]
cabbage ['kæbidʒ]
cabin ['kæbin]
cabinet ['kæbinit]
cable ['keibl]
cache [kæʃ]
cachet [kæ'ʃei]
cackle ['kækl]
cacophony [kæ'kɒfәni]
cactus ['kæktәs]
cadaver [kә'deivә]
caddie ['kædi]
cadence ['keidns]
cadet [kә'det]
cadmium ['kædmiәm]
cadre ['kædri.'kɑ:dә]
cafe [kɑ:'fei]
cafeteria [.kæfi'tiәriә]
caffeine ['kæfi:n]
cage [keidʒ]
cajole [kә'dʒәul]
cake [keik]
calamity [kә'læmiti]
calcium ['kælsiәm]
calculate ['kælkjuleit]
calculated ['kælkjuleitid]
calculation [.kælkju'leiʃәn]
calculator ['kælkjuleitә]
calculus ['kælkjulәs]
calendar ['kælindә]
calf [kɑ:f]
caliber ['kælibә]
calibrate ['kælibreit]
calibration [.kæli'breiʃәn]
Californian [.kæli'fɒ:njәn]
call [kɒ:l]
caller ['kɒ:lә]
calligraphy [kә'ligrәfi]
calling ['kɒ:liŋ]
callous ['kælәs]
calm [kɑ:m]
calmly ['kɑ:mli]
cam [kæm]
camaraderie [.kæmә'rɑ:dәri:]
camcorder [kæm'kɔ:dә]
camel ['kæml]
cameo ['kæmiәu]
camera ['kæmәrә]
cameraman ['kæmәrәmæn]
camouflage ['kæmuflɑ:ʒ]
camp [kæmp]
campaign [kæm'pein]
campaigner [kæm'peinә]
campaigning [kæm'peɪn]
camper ['kæmpә]
campfire ['kæmpfaiә]
campground ['kæmpɡrәund]
camping ['kæmpiŋ]
campsite [kæmp'sait]
campus ['kæmpәs]
can [kæn]
Canadian [kә'neidiәn]
canal [kә'næl]
cancel ['kænsәl]
cancellation [kænsә'leiʃәn]
cancer ['kænsә]
cancerous ['kænsәrәs]
candid ['kændid]
candidacy ['kændidәsi]
candidate ['kændideit]
candidly ['kændidli]
candle ['kændl]
candlelight ['kændllait]
candlestick ['kændlstik]
candor ['kændә]
candy ['kændi]
cane [kein]
canine ['keinain]
canister ['kænistә]
canned [kænd]
cannibal ['kænibәl]
cannibalism ['kænibәlizm]
canning ['kæniŋ]
cannon ['kænәn]
canoe [kә'nu:]
canoeing [kә'nu:iŋ]
